,A,B,C,D,E,F
0,4.341742305995762,-0.9312064524209891,-6.543058450092438,2.596175721112,0.0,1.6656811048744036
1,1.8561519344850927,-2.6924953171752763,-7.497680391566942,2.8126553185565863,0.0,1.8249545482682714
2,4.531110514654345,-0.9303831469083701,-6.7156688596137135,1.5325490166894773,0.0,0.9883370935399377
3,1.7199768604395602,-1.5425350472105577,-5.153124587619204,2.0577988890791072,0.0,1.351510693556655
4,1.9481785739998652,-0.2932872062616604,-3.0713758512672458,1.0961938060030971,0.0,0.1145028072499008
5,-0.5538223927337627,-0.8710448356668272,-2.017595864932611,1.1729437615402765,0.0,0.5202163853680377
6,3.3924066138299773,1.3225346900431603,1.986575429521996,1.876906551322565,0.0,-0.8804833629123463
7,4.049989533065154,0.04399614686417504,-2.3218160657048936,1.078927612910495,0.0,0.3959418001577336
8,4.8753429875612,-0.029292653306410385,-2.6428117318844695,1.5396388881391405,0.0,0.5476365456417085
9,7.731781352043872,-0.8693711317855394,-9.221787504744709,1.321799762975562,0.0,0.32884584939511674
10,5.983041393987502,-2.8639609099305656,-19.63519667487669,2.1571037162613758,0.0,1.7438164449069293
11,2.7238177115090876,-0.5646193127237158,-4.037920084256945,3.4232386197853026,0.0,2.4548374942182756
12,-0.09825513408851816,1.091825614573144,-2.607277472161163,1.0488542709895576,0.0,-0.5444947270761611
13,1.1995040034555244,-1.6285252209927734,-4.453422522309125,1.8111599970675352,0.0,0.8131947855295063
14,-0.06627184446996967,0.2965270968224237,-2.519651397641747,1.0699232101270486,0.0,-0.23770024095495423
15,2.0088967855136755,-0.2840967823587191,-3.070721112855209,1.6982215191903545,0.0,0.7644069280822257
16,4.055602333050103,-1.8629002090543734,-10.055182434080443,2.6389290846928954,0.0,1.7562360980200802
17,3.989417248174107,-0.21039723302465155,-3.3393623503966516,1.163775637072432,0.0,-0.21107916670522142
18,1.9926197988992451,0.49884164191480673,-1.5059982678051487,1.2055544525058846,0.0,-0.22520470357867728
19,-0.1186624548932732,-1.3126079699835267,-2.344242715969279,2.3133657530074196,0.0,1.3175822272383622
20,2.77550050138332,0.3991811746099523,-1.392072449727295,1.410323901110425,0.0,0.647778183819933
21,3.4261030936273595,-0.44964484326656323,-4.040529588549162,1.2479055603332272,0.0,0.5758102632901096
22,-0.7951177668928411,-1.1203329612035196,-1.6092033577114135,1.9255321604901545,0.0,0.9471430036682966
23,1.3267279120530868,-0.7401043376895806,-3.4819170826443298,2.37012275170367,0.0,1.5630444535575745
24,4.673877969767907,-0.6735795772970739,-5.648228747214373,1.7234101948807052,0.0,0.9198161372094724
25,4.1969360655354375,-0.923191115338516,-6.3745740873461045,1.5957087831734724,0.0,0.7224150593425757
26,6.259766118511821,-1.213100313005027,-10.093724237704954,2.453456841983356,0.0,1.4896797357437324
27,6.015064953117713,0.18921502694603873,-1.3618593228136586,1.1557122273149296,0.0,-0.36158198447728096
28,1.645373254216651,-1.1433287269753596,-4.381202508142828,1.4798436670717128,0.0,0.538909612434066
29,4.564114480781196,-0.776336902742723,-6.043290499772885,1.0473519885265419,0.0,0.3650118982141041
30,3.91562899825505,-0.32997658766005855,-3.792065895386975,1.5677369986457368,0.0,0.6586523924221095
31,3.570058622937097,-0.7505375441946249,-5.179463031490053,3.3261217476525338,0.0,2.327124494422302
32,2.7757910148306633,-0.2725771617190585,-3.2566172363478074,1.224998882806969,0.0,0.22519101540507613
33,1.6928675929434327,-0.6229018135996001,-3.5544902938284535,1.715619092762132,0.0,0.7392585155961671
34,1.685019827295482,-1.863337458974007,-5.639760563313583,1.5506066301999937,0.0,0.8784956694895119
35,1.3039930620864808,0.45328472396791436,-1.9089198647960541,1.1697291753762662,0.0,-0.16973016072758373
36,3.1807337566142104,-0.1850392500938058,-3.0885605890719474,3.056785112368738,0.0,2.22194118155143
37,3.4352954669178573,0.013970296051524214,-2.4520079053026986,0.8980122092866347,0.0,0.45649251021544424
38,1.277056042469883,-0.10053069560851474,-2.628383332280554,1.293393370731404,0.0,0.34574625721440444
39,6.765783270672788,0.2992994323892279,-0.4750049074191005,1.554681838073503,0.0,1.2308737753283476
40,0.3109277598081098,-1.863281746311237,-3.0793460192718958,1.5230285753342039,0.0,0.6206907050800572
41,2.7504589221786855,-0.5526746542143107,-4.020108933745771,1.3541050575862048,0.0,0.6996971419299886
42,2.222356225562529,-0.12746001688198608,-2.783261562027987,1.8073357630428375,0.0,1.0255805819594137
43,4.2124950584378364,0.524504688226265,-0.29052659271938097,1.449973557264316,0.0,-0.5008242714724305
44,4.205961957838451,0.6723036667488527,0.3276836464609736,1.3703379994352511,0.0,-0.37140277842441427
45,3.9431613065287054,-1.7048192197889984,-9.222377182098434,2.5404534800521126,0.0,1.8877871219905795
46,6.438888761262782,-0.7701162414436135,-7.458692811897218,1.100763673237844,0.0,0.3965167913895553
47,4.139939509303353,-0.22412727923695272,-3.427873378425726,1.0254482617886957,0.0,0.24879167565746363
48,-0.22785806948707654,-1.757377566869383,-2.0995673402532464,2.526645005340687,0.0,1.844296523315314
49,3.596159177735101,-0.9280540256281256,-5.837430001696591,2.2325408219804075,0.0,1.234738184153449
50,5.106753393032441,0.28942202678166273,-1.021993082714418,1.9853353433276117,0.0,1.3752129970747227
51,7.013573256084804,-0.138055474443291,-3.468262183411565,3.098442755040518,0.0,2.1086350672467495
52,4.5597315134433645,0.10979156666435358,-1.999379933570229,1.3183420454643802,0.0,-0.36488614255521035
53,2.9610567447837397,-0.290111453891922,-3.3590364772856924,1.0594424784952385,0.0,0.3668561467901837
54,2.594622840338916,0.8744359280859842,-0.23116856857514767,1.33746556389554,0.0,-0.3377723438375422
55,2.1483428769394344,0.30983568623435864,-1.834366710456774,1.6650277873976087,0.0,-0.7284697102487347
56,1.9075450893021269,-0.8798588398948219,-4.178370409320434,1.6674270977724146,0.0,0.837017125118287
57,-0.5237243935981574,1.7241526463101597,-3.4029807991594465,1.281381407121594,0.0,-0.9949415491337239
58,0.0356162592266867,-0.09676601088657953,-2.5034464433280688,3.1556228640852018,0.0,2.2598307854673894
59,7.139612789832355,0.023784081935273656,-2.3301908644204996,0.7428466808268873,0.0,0.057361675272687984
