,A,B,C,D,E,F
0,3.899044464412669,0.426245940035935,-2.8380481270245133,1.5896757041257605,-2.0,-0.6519978406517546
1,0.5306703352760793,-1.8026929919304424,-5.4566356944275665,3.3457080143362465,-2.0,2.3672127008383894
2,4.800722041142239,-0.38507484622342747,-6.348637301754266,3.1161061626500004,-2.0,2.2398784283759143
3,1.438781288185056,1.8413934789383992,-1.8506375183174484,1.6761442266666968,-2.0,-0.7822049059821616
4,4.462092877253747,-2.7073142334212066,-16.580287557436456,2.3912191289722413,-2.0,1.4027788625778022
5,4.075194517009856,-0.04466563359882581,-4.682021145140706,4.162299280314807,-2.0,3.2679831919331184
6,3.4697266102229634,-1.948805119855118,-11.261820982500055,2.4109352368018073,-2.0,2.1103457166799204
7,0.8230968287166408,-1.2473147878912236,-5.526660846324636,1.944108019665686,-2.0,0.989706993600963
8,-0.3481168673600621,-1.0379449795508153,-4.138673845226666,1.5354303748909097,-2.0,0.5722864570803555
9,3.865396515583671,-2.5996907886206615,-14.54883571592927,2.1458946707418667,-2.0,1.3515944777080715
10,3.2914749394162603,1.0294913947569875,-1.1114548738126833,1.674765097120967,-2.0,-0.6750163776409395
11,0.8744360983469299,-0.1852818615161084,-4.662017148078602,0.9798238048110504,-2.0,0.5660038816969841
12,6.156089425677271,-0.0478723317434416,-4.794706355228316,2.271394754412919,-2.0,1.3058734247083925
13,5.569818338326744,-0.6813508727258145,-8.295000585743173,1.1284667378736042,-2.0,0.8654606808356924
14,3.121307136726859,1.2489164249547176,-0.6017482496134456,1.7128470431794274,-2.0,-0.714069977416877
15,2.246539117342616,-0.18530826961364127,-4.916302276454117,1.175672401679746,-2.0,-0.18066669389560797
16,7.01120664689134,-1.2016540500161397,-12.925044862737057,1.6083694222036629,-2.0,1.0305258041838605
17,2.058696337326215,-0.3967101751308258,-5.316705784521872,1.8426551215351359,-2.0,0.9509115986171827
18,6.432432306786612,-0.5392881669149924,-7.968934627531727,2.5622003714416213,-2.0,1.6001111080077173
19,4.260150851729591,0.09847418732754928,-4.080485106983161,1.0542026649587144,-2.0,-0.08878268153245161
20,4.623793467777359,-0.3326353156224349,-6.038036999527074,0.8486398943510519,-2.0,0.15556780425719352
21,6.6362336095924075,-0.23566404028005739,-6.063921624678856,1.2204499843588212,-2.0,0.22244077211970964
22,0.6557964036857041,-1.8348073793677973,-5.703260080845393,1.8603129871678645,-2.0,0.8611226061990733
23,11.955455301999518,-0.5274231439738574,-10.805583823019507,0.6713076036100769,-2.0,0.21594756817639021
24,3.5456119470103475,-0.8959875661839165,-7.676824219034419,1.416959542045399,-2.0,0.4826337905015401
25,2.5734611463765917,-3.0928969121828027,-12.459450033250576,2.26370263681454,-2.0,1.6017037612682299
