Unnamed: 0,A,B,C,D,E,F
0,4.342340994604074,0.4773781806039252,0.3614915636697984,-2.0,0.7885527201038669,-1.4104412286581722
1,1.1575460522311254,-1.2057909205864106,-3.632552558591573,-2.0,0.2632059613493616,0.780820122450546
2,-0.644434883048569,2.138492240841998,-1.751927327140894,-2.0,2.126191669986392,-2.1291022420825545
3,20.251777692446836,-1.071369155707378,-19.58599500217092,-2.0,4.611134965759354,0.6658037510765591
4,1.1476475110414657,-2.523407483491068,-4.467770174751428,-2.0,0.928212143020503,1.96912049341582
5,3.8843259202908977,0.6015834285884979,-0.1257790930853848,-2.0,0.0374748020308445,0.7785380636076765
6,0.023721992139855,-0.0483466861041748,-1.201680011316895,-2.0,1.299466868390856,0.0424435727821719
7,7.136524449792985,0.1461970410628975,1.042846468337448,-2.0,2.499507710304691,1.0927409106690535
8,0.0952521717938159,0.2281430891186029,-0.4006153573727991,-2.0,2.077653517908904,-0.1921742552505433
9,0.6862610525571028,-0.388002289641132,-1.644037363938898,-2.0,1.1222334957447913,-0.52627667061132
10,2.5498793401012407,-0.1169405428914487,-1.288952055038101,-2.0,1.509232219301027,1.5064117321893102
11,1.9321137076387649,-0.2651412374300351,-2.6243416839891647,-2.0,0.3879413353097106,0.7536687928005018
12,1.7685372355751918,-0.6871977814161209,-2.460388415692803,-2.0,1.2549464489462687,0.7293382882326163
13,1.4923785029607473,-0.8019468887493917,-3.954408940167841,-2.0,-0.2576006428819951,0.6450724932564423
14,2.3600446970261286,0.3420744883706433,-0.9304768036579852,-2.0,0.762212114074952,-0.2011272919619239
15,3.0856970522142166,-0.4733275359524939,-3.051142539191821,-2.0,0.909402843228608,1.6119318249036303
16,7.025325672608194,-2.879551332665749,-19.769993810774224,-2.0,2.959792092195597,1.346848344653088
17,6.453316371766415,0.7201093339236068,4.383486937152449,-2.0,2.2363935830814303,-1.270648331183862
18,4.092393567275393,0.1569630409485826,-1.3715451679000137,-2.0,0.4861002930220228,0.4333560126506179
19,4.735665498327805,-0.1080618506199585,-1.1694872645566,-2.0,1.8422575131097907,0.4582774415033983
20,4.840099271550591,-0.0401780279457854,-1.770821884551924,-2.0,0.9236437592408112,0.7719337298178386
21,3.9485787128434735,-0.2542691336968609,-3.636550383153572,-2.0,-0.1325486945049954,0.1906912974786345
22,3.472456740279783,-0.5942142910796413,-0.4775454748598684,-2.0,4.085837945370205,1.5024261985891878
23,3.495399778282662,-1.190635318906663,-3.8775686668077576,-2.0,2.7841777629140987,1.0392579090814165
24,4.931483875761101,-1.463274175351945,-8.140745636266155,-2.0,1.5753673652995832,2.14543243358516
25,4.151427452935684,-0.1530555947290592,-2.024585953130613,-2.0,1.1108132446530017,0.6360902528611062
26,3.3956649907525454,-0.0638932104117166,-1.914948493848845,-2.0,0.8020114438930073,-0.4708101483933691
27,1.658067474287983,-0.2210139635690178,-0.8075082149849591,-2.0,2.0589478493722986,1.2136262504666506
28,1.469623387788283,-2.2121721427164625,-5.809661054095441,-2.0,-0.058601135345609,1.7518926710905591
29,3.5641407081958114,-2.1844208397544422,-8.94690796965515,-2.0,1.3386752691449355,1.148871475798679
30,4.850662923592415,-0.0095364187029687,0.3627322310771301,-2.0,2.908990183703474,0.3183013953044594
31,0.1114983452360839,-0.0126539724386947,-0.4942253734143542,-2.0,2.007185523573223,-0.3684088477552074
32,4.027528313572857,-2.5510132830955548,-10.92503689845914,-2.0,1.8492413275086568,1.603012663408339
33,1.6564311537871117,-1.3975388640999868,-3.632088638687548,-2.0,1.182838274435923,2.4579547192952536
34,-0.6290823878554208,-2.035129163478231,-0.6450801476924097,-2.0,0.5746559385524996,0.814881148932869
35,2.65674324985647,0.8344005048991846,0.6092983247309052,-2.0,0.8925104156631664,-1.1664822623776836
36,2.620032862808588,-0.0132510215446882,-1.4691645519902248,-2.0,1.0655535599226431,0.0385271966576148
37,2.105255758322264,-0.4424972478554452,-2.23239697721334,-2.0,1.1991729018760902,1.9099732257828792
38,0.4256719141825158,0.341116577299297,-0.4858770874568461,-2.0,1.868919166124774,-0.1365504568950176
39,-0.0007235721286589,1.1137380246544548,-1.13765478901509,-2.0,1.3631510807781777,-0.9761054862714278
40,0.3745853391265056,-0.471570058230462,-1.9583210409931449,-2.0,0.7183221891910191,1.0764795729567769
41,4.330077456528009,0.4795228605239734,1.819822946652716,-2.0,2.243451818408033,-0.9080544428404538
42,4.481925917525002,-0.5763692951743514,-3.707395959323016,-2.0,1.3758485227845276,0.5969861239272148
43,5.216338466430178,-0.5520720467558449,-3.992510684393499,-2.0,1.3872839693398542,1.5390171217233588
44,1.9842828859297112,0.0687191755041375,-0.4433605664679776,-2.0,1.9202811496439616,0.7322749310112021
45,0.259069123156094,-0.3952494396350032,-2.380293001170226,-2.0,0.2221039245839514,0.3411267310298085
46,6.148601142224863,2.065486292540996,11.875734087718271,-2.0,1.6758827101509104,-0.6805899255242847
47,3.0531312987567327,2.617585810488181,8.901101532063835,-2.0,3.409268366880859,-1.188466296747456
48,4.171212431333441,-0.0859300424857014,-2.504215948264996,-2.0,0.3542165131763724,0.7370648983434419
49,2.097855113114521,-0.1720090718283221,-1.3941100573593643,-2.0,1.466740053477764,0.1963612204462346
50,4.109228741714052,-1.0066128291157577,-5.577449279799438,-2.0,1.0589530893811276,1.0400148915352518
51,1.8906208207815864,-0.3481565724123306,-1.610156087950705,-2.0,1.548075976743999,1.9825942951029327
52,3.665149734153528,0.6355347046656625,-0.3911492486206578,-2.0,-0.2204791024713518,1.8318844354080148
53,4.485470537128293,-0.3192585523009951,-3.3437531543749843,-2.0,0.5882716756973616,0.2110207690203882
54,-0.1290465606155953,0.4147393159221613,-2.7013999763414187,-2.0,-0.1478792940695992,-0.4518459585110781
55,2.16373551401064,0.0225377180546375,-1.1352663102560991,-2.0,1.3159680287843227,1.4596515194845956
56,4.504476817450312,-0.6710131239712864,-3.452891438314379,-2.0,2.069671622819193,1.375541989671213
57,-0.1870606754396358,0.6477461587703548,-1.645533023818143,-2.0,0.9756348101548692,0.4244010316934229
58,1.567654759625773,-0.9630365857199518,-3.6413110192268094,-2.0,0.3683978680708257,0.6941114471057539
59,5.6757123630606925,-0.7881475429980738,-5.555983932705033,-2.0,1.4173148210050437,2.6312987115942965
60,3.217857288503461,-1.1140365203448566,-6.103949948594115,-2.0,-0.0191394119433841,2.249406859301588
61,1.0021460299009672,-1.5244604802500232,-4.138171705728113,-2.0,-0.1104396877046307,1.273368354952381
62,2.327525478656419,-0.2178554191072439,-2.485534104248883,-2.0,0.5215299343865998,0.139990141523906
63,5.824768250056131,0.2415293165854397,0.7754782512785496,-2.0,1.8686259565739247,-0.2240228650754927
64,-0.91041947564891,1.4925268063279231,-3.0182352103182035,-2.0,0.8405902620908068,-0.6432345823099948
0,4.342340994604074,0.4773781806039252,0.3614915636697984,-2.0,0.7885527201038669,-1.4104412286581722
1,1.1575460522311254,-1.2057909205864106,-3.632552558591573,-2.0,0.2632059613493616,0.780820122450546
2,-0.644434883048569,2.138492240841998,-1.751927327140894,-2.0,2.126191669986392,-2.1291022420825545
3,20.25177769244684,-1.071369155707378,-19.58599500217092,-2.0,4.611134965759354,0.6658037510765591
4,1.1476475110414657,-2.523407483491068,-4.467770174751428,-2.0,0.928212143020503,1.96912049341582
5,3.8843259202908977,0.6015834285884979,-0.1257790930853848,-2.0,0.0374748020308445,0.7785380636076765
6,0.023721992139855,-0.0483466861041748,-1.201680011316895,-2.0,1.299466868390856,0.0424435727821719
7,7.136524449792985,0.1461970410628975,1.042846468337448,-2.0,2.499507710304691,1.0927409106690535
8,0.0952521717938159,0.2281430891186029,-0.4006153573727991,-2.0,2.077653517908904,-0.1921742552505433
9,0.6862610525571028,-0.388002289641132,-1.644037363938898,-2.0,1.1222334957447913,-0.52627667061132
10,2.5498793401012407,-0.1169405428914487,-1.288952055038101,-2.0,1.509232219301027,1.5064117321893102
11,1.9321137076387649,-0.2651412374300351,-2.6243416839891647,-2.0,0.3879413353097106,0.7536687928005018
12,1.7685372355751918,-0.6871977814161209,-2.460388415692803,-2.0,1.2549464489462687,0.7293382882326163
13,1.4923785029607473,-0.8019468887493917,-3.954408940167841,-2.0,-0.2576006428819951,0.6450724932564423
14,2.3600446970261286,0.3420744883706433,-0.9304768036579852,-2.0,0.762212114074952,-0.2011272919619239
15,3.0856970522142166,-0.4733275359524939,-3.051142539191821,-2.0,0.909402843228608,1.6119318249036303
16,7.025325672608194,-2.879551332665749,-19.769993810774224,-2.0,2.959792092195597,1.346848344653088
17,6.453316371766415,0.7201093339236068,4.383486937152449,-2.0,2.2363935830814303,-1.270648331183862
18,4.092393567275393,0.1569630409485826,-1.3715451679000137,-2.0,0.4861002930220228,0.4333560126506179
19,4.735665498327805,-0.1080618506199585,-1.1694872645566,-2.0,1.8422575131097907,0.4582774415033983
20,4.840099271550591,-0.0401780279457854,-1.770821884551924,-2.0,0.9236437592408112,0.7719337298178386
21,3.9485787128434735,-0.2542691336968609,-3.636550383153572,-2.0,-0.1325486945049954,0.1906912974786345
22,3.472456740279783,-0.5942142910796413,-0.4775454748598684,-2.0,4.085837945370205,1.5024261985891878
23,3.495399778282662,-1.190635318906663,-3.8775686668077576,-2.0,2.7841777629140987,1.0392579090814165
24,4.931483875761101,-1.463274175351945,-8.140745636266155,-2.0,1.5753673652995832,2.14543243358516
25,4.151427452935684,-0.1530555947290592,-2.024585953130613,-2.0,1.1108132446530017,0.6360902528611062
26,3.3956649907525454,-0.0638932104117166,-1.914948493848845,-2.0,0.8020114438930073,-0.4708101483933691
27,1.658067474287983,-0.2210139635690178,-0.8075082149849591,-2.0,2.0589478493722986,1.2136262504666506
28,1.469623387788283,-2.2121721427164625,-5.809661054095441,-2.0,-0.058601135345609,1.7518926710905591
29,3.5641407081958114,-2.1844208397544422,-8.94690796965515,-2.0,1.3386752691449355,1.148871475798679
30,4.850662923592415,-0.0095364187029687,0.3627322310771301,-2.0,2.908990183703474,0.3183013953044594
31,0.1114983452360839,-0.0126539724386947,-0.4942253734143542,-2.0,2.007185523573223,-0.3684088477552074
32,4.027528313572857,-2.5510132830955548,-10.92503689845914,-2.0,1.8492413275086568,1.603012663408339
33,1.6564311537871117,-1.3975388640999868,-3.632088638687548,-2.0,1.182838274435923,2.4579547192952536
34,-0.6290823878554208,-2.035129163478231,-0.6450801476924097,-2.0,0.5746559385524996,0.814881148932869
35,2.65674324985647,0.8344005048991846,0.6092983247309052,-2.0,0.8925104156631664,-1.1664822623776836
36,2.620032862808588,-0.0132510215446882,-1.4691645519902248,-2.0,1.0655535599226431,0.0385271966576148
37,2.105255758322264,-0.4424972478554452,-2.23239697721334,-2.0,1.1991729018760902,1.9099732257828792
38,0.4256719141825158,0.341116577299297,-0.4858770874568461,-2.0,1.868919166124774,-0.1365504568950176
39,-0.0007235721286589,1.1137380246544548,-1.13765478901509,-2.0,1.3631510807781777,-0.9761054862714278
40,0.3745853391265056,-0.471570058230462,-1.9583210409931449,-2.0,0.7183221891910191,1.0764795729567769
41,4.330077456528009,0.4795228605239734,1.819822946652716,-2.0,2.243451818408033,-0.9080544428404538
42,4.481925917525002,-0.5763692951743514,-3.707395959323016,-2.0,1.3758485227845276,0.5969861239272148
43,5.216338466430178,-0.5520720467558449,-3.992510684393499,-2.0,1.3872839693398542,1.5390171217233588
44,1.9842828859297112,0.0687191755041375,-0.4433605664679776,-2.0,1.9202811496439616,0.7322749310112021
45,0.259069123156094,-0.3952494396350032,-2.380293001170226,-2.0,0.2221039245839514,0.3411267310298085
46,6.148601142224863,2.065486292540996,11.875734087718271,-2.0,1.6758827101509104,-0.6805899255242847
47,3.0531312987567327,2.617585810488181,8.901101532063835,-2.0,3.409268366880859,-1.188466296747456
48,4.171212431333441,-0.0859300424857014,-2.504215948264996,-2.0,0.3542165131763724,0.7370648983434419
49,2.097855113114521,-0.1720090718283221,-1.3941100573593643,-2.0,1.466740053477764,0.1963612204462346
50,4.109228741714052,-1.0066128291157577,-5.577449279799438,-2.0,1.0589530893811276,1.0400148915352518
51,1.8906208207815864,-0.3481565724123306,-1.610156087950705,-2.0,1.548075976743999,1.9825942951029327
52,3.665149734153528,0.6355347046656625,-0.3911492486206578,-2.0,-0.2204791024713518,1.8318844354080148
53,4.485470537128293,-0.3192585523009951,-3.3437531543749843,-2.0,0.5882716756973616,0.2110207690203882
54,-0.1290465606155953,0.4147393159221613,-2.7013999763414187,-2.0,-0.1478792940695992,-0.4518459585110781
55,2.16373551401064,0.0225377180546375,-1.1352663102560991,-2.0,1.3159680287843227,1.4596515194845956
56,4.504476817450312,-0.6710131239712864,-3.452891438314379,-2.0,2.069671622819193,1.375541989671213
